path,name,extension,size_bytes,created,modified,accessed
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\DependencyInjection.GeneratedMSBuildEditorConfig.editorconfig,DependencyInjection.GeneratedMSBuildEditorConfig.editorconfig,editorconfig,1056,2025-09-09 21:46:06.576164,2025-09-09 21:46:06.577671,2025-09-09 22:16:06.785061
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\DependencyInjection.genruntimeconfig.cache,DependencyInjection.genruntimeconfig.cache,cache,66,2025-09-09 21:55:31.484297,2025-09-09 21:55:31.484297,2025-09-09 22:16:07.091059
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\DependencyInjection.GlobalUsings.g.cs,DependencyInjection.GlobalUsings.g.cs,cs,770,2025-09-09 21:46:05.855881,2025-09-09 21:46:05.857082,2025-09-09 22:16:06.786096
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\DependencyInjection.MvcApplicationPartsAssemblyInfo.cache,DependencyInjection.MvcApplicationPartsAssemblyInfo.cache,cache,0,2025-09-09 21:55:05.896551,2025-09-09 21:55:05.889017,2025-09-09 21:55:05.889017
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\DependencyInjection.MvcApplicationPartsAssemblyInfo.cs,DependencyInjection.MvcApplicationPartsAssemblyInfo.cs,cs,620,2025-09-09 21:55:05.882776,2025-09-09 21:55:05.882776,2025-09-09 22:16:06.787092
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\DependencyInjection.pdb,DependencyInjection.pdb,pdb,21656,2025-09-09 21:55:29.884831,2025-09-09 22:16:07.040743,2025-09-09 22:16:15.237720
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\staticwebassets.build.endpoints.json,staticwebassets.build.endpoints.json,json,51,2025-09-09 21:55:30.986725,2025-09-09 21:55:30.986725,2025-09-09 21:55:30.986725
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\staticwebassets.build.json,staticwebassets.build.json,json,267,2025-09-09 21:55:30.963343,2025-09-09 21:55:30.963343,2025-09-09 22:16:07.072968
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\staticwebassets.build.json.cache,staticwebassets.build.json.cache,cache,44,2025-09-09 21:55:30.964458,2025-09-09 21:55:30.964458,2025-09-09 22:16:07.069968
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\staticwebassets.references.upToDateCheck.txt,staticwebassets.references.upToDateCheck.txt,txt,0,2025-09-09 21:55:30.278845,2025-09-09 21:55:30.278845,2025-09-09 21:55:30.278845
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\staticwebassets.removed.txt,staticwebassets.removed.txt,txt,0,2025-09-09 21:46:07.050262,2025-09-09 21:46:07.050262,2025-09-09 21:46:07.050262
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\ref\DependencyInjection.dll,DependencyInjection.dll,dll,6656,2025-09-09 21:55:31.936682,2025-09-09 22:07:33.163087,2025-09-09 22:16:07.096828
C:\POSAO VEGA\DependencyInjection\DependencyInjection\obj\Debug\net9.0\refint\DependencyInjection.dll,DependencyInjection.dll,dll,6656,2025-09-09 21:55:30.082350,2025-09-09 22:16:07.042782,2025-09-09 22:16:07.096828
C:\POSAO VEGA\DependencyInjection\DependencyInjection\Properties\launchSettings.json,launchSettings.json,json,644,2025-09-09 21:45:33.980559,2025-09-09 21:45:33.983680,2025-09-09 21:45:33.983680
C:\POSAO VEGA\Ekstenzija- Mita\kafica-extension-v2.3\background.js,background.js,js,3973,2025-11-25 14:13:02.000000,2025-12-08 20:28:25.903676,2025-12-08 20:30:42.000043
C:\POSAO VEGA\Ekstenzija- Mita\kafica-extension-v2.3\icon128.png,icon128.png,png,5592,2025-11-24 23:29:34.000000,2025-12-08 20:28:25.958174,2025-12-08 20:30:40.792182
C:\POSAO VEGA\Ekstenzija- Mita\kafica-extension-v2.3\icon16.png,icon16.png,png,685,2025-11-24 23:29:34.000000,2025-12-08 20:28:25.969428,2025-12-08 20:30:41.841345
C:\POSAO VEGA\Ekstenzija- Mita\kafica-extension-v2.3\icon256.png,icon256.png,png,11599,2025-11-24 23:29:34.000000,2025-12-08 20:28:25.980770,2025-12-08 20:30:39.814579
C:\POSAO VEGA\Ekstenzija- Mita\kafica-extension-v2.3\icon48.png,icon48.png,png,2041,2025-11-24 23:29:34.000000,2025-12-08 20:28:25.992364,2025-12-08 20:30:41.175110
C:\POSAO VEGA\Ekstenzija- Mita\kafica-extension-v2.3\manifest.json,manifest.json,json,612,2025-11-25 14:13:02.000000,2025-12-08 20:28:26.001725,2025-12-08 20:30:30.209440
C:\POSAO VEGA\Ekstenzija- Mita\kafica-extension-v2.3\popup.html,popup.html,html,7463,2025-11-25 14:13:02.000000,2025-12-08 20:29:58.212564,2025-12-08 20:29:59.180872
C:\POSAO VEGA\Ekstenzija- Mita\kafica-extension-v2.3\popup.js,popup.js,js,29725,2025-11-25 14:13:02.000000,2025-12-08 20:28:26.019976,2025-12-08 20:30:25.278966
C:\POSAO VEGA\Ekstenzija- Mita\kafica-extension-v2.3\styles.css,styles.css,css,6935,2025-11-25 14:13:02.000000,2025-12-08 20:28:26.028828,2025-12-08 20:30:16.059582
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays.sln,NonWorkingDays.sln,sln,1147,2025-05-08 19:00:52.320350,2025-05-08 19:00:57.102608,2025-07-11 21:16:56.037895
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\Main.cs,Main.cs,cs,197,2025-05-08 19:35:36.050178,2025-05-08 19:35:36.416187,2025-05-08 20:19:17.755666
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\NonWorkingDays.csproj,NonWorkingDays.csproj,csproj,252,2025-05-08 19:00:52.929707,2025-05-08 19:00:52.984936,2025-05-12 18:52:50.348960
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\NonWorkingDaysCalculator.cs,NonWorkingDaysCalculator.cs,cs,2939,2025-05-08 19:39:23.512504,2025-05-08 20:19:16.954442,2025-05-12 18:52:54.816959
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\Program.cs,Program.cs,cs,232,2025-05-08 19:00:52.984936,2025-05-08 20:10:16.989615,2025-05-08 20:19:17.755666
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\bin\Debug\net8.0\NonWorkingDays.deps.json,NonWorkingDays.deps.json,json,434,2025-05-08 19:36:12.721219,2025-05-08 19:36:12.784218,2025-05-08 20:19:18.644610
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\bin\Debug\net8.0\NonWorkingDays.dll,NonWorkingDays.dll,dll,6144,2025-05-08 19:36:12.932221,2025-05-08 20:19:17.886200,2025-05-08 20:19:18.759599
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\bin\Debug\net8.0\NonWorkingDays.exe,NonWorkingDays.exe,exe,138752,2025-05-08 19:36:12.541745,2025-05-08 20:19:17.902408,2025-10-21 16:07:40.279077
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\bin\Debug\net8.0\NonWorkingDays.pdb,NonWorkingDays.pdb,pdb,11312,2025-05-08 19:36:12.936217,2025-05-08 20:19:17.886200,2025-05-08 20:19:17.926798
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\bin\Debug\net8.0\NonWorkingDays.runtimeconfig.json,NonWorkingDays.runtimeconfig.json,json,268,2025-05-08 19:36:12.807219,2025-05-08 19:36:12.930217,2025-05-08 20:19:18.636608
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\NonWorkingDays.csproj.nuget.dgspec.json,NonWorkingDays.csproj.nuget.dgspec.json,json,2410,2025-05-08 19:01:01.205631,2025-05-08 19:01:01.206170,2025-05-08 19:01:01.206170
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\NonWorkingDays.csproj.nuget.g.props,NonWorkingDays.csproj.nuget.g.props,props,1302,2025-05-08 19:01:01.194128,2025-05-08 19:01:01.195225,2025-05-12 18:52:58.169482
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\NonWorkingDays.csproj.nuget.g.targets,NonWorkingDays.csproj.nuget.g.targets,targets,150,2025-05-08 19:01:01.198227,2025-05-08 19:01:01.198227,2025-05-12 18:52:58.335349
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\project.assets.json,project.assets.json,json,2377,2025-05-08 19:01:01.199230,2025-05-08 19:01:01.201229,2025-05-12 18:53:06.025311
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\project.nuget.cache,project.nuget.cache,cache,290,2025-05-08 19:01:01.203334,2025-05-08 19:01:01.203879,2025-05-12 18:53:00.692628
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\apphost.exe,apphost.exe,exe,138752,2025-05-08 19:36:12.481646,2025-05-08 20:19:17.902408,2025-05-08 20:19:17.902408
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.AssemblyInfo.cs,NonWorkingDays.AssemblyInfo.cs,cs,1015,2025-05-08 19:01:00.589301,2025-05-08 19:01:00.589301,2025-05-08 20:19:17.755666
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.AssemblyInfoInputs.cache,NonWorkingDays.AssemblyInfoInputs.cache,cache,66,2025-05-08 19:01:00.575300,2025-05-08 19:01:00.575300,2025-05-08 20:19:17.698809
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.assets.cache,NonWorkingDays.assets.cache,cache,228,2025-05-08 19:01:03.484861,2025-05-08 19:01:03.509590,2025-05-08 20:19:17.586812
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.csproj.BuildWithSkipAnalyzers,NonWorkingDays.csproj.BuildWithSkipAnalyzers,buildwithskipanalyzers,0,2025-05-08 19:36:12.468646,2025-05-08 20:19:17.886200,2025-05-08 20:19:17.886200
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.csproj.CoreCompileInputs.cache,NonWorkingDays.csproj.CoreCompileInputs.cache,cache,66,2025-05-08 19:36:10.213468,2025-05-08 19:46:01.181664,2025-05-08 20:19:17.698809
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.csproj.FileListAbsolute.txt,NonWorkingDays.csproj.FileListAbsolute.txt,txt,1283,2025-05-08 19:36:12.940219,2025-05-08 19:36:12.940219,2025-05-08 20:19:17.926798
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.dll,NonWorkingDays.dll,dll,6144,2025-05-08 19:36:12.455573,2025-05-08 20:19:17.886200,2025-05-08 20:19:17.902408
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.GeneratedMSBuildEditorConfig.editorconfig,NonWorkingDays.GeneratedMSBuildEditorConfig.editorconfig,editorconfig,596,2025-05-08 19:01:00.489598,2025-05-08 19:01:00.490595,2025-05-08 20:19:17.755666
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.genruntimeconfig.cache,NonWorkingDays.genruntimeconfig.cache,cache,66,2025-05-08 19:36:12.786224,2025-05-08 19:36:12.787226,2025-05-08 20:19:17.918541
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.GlobalUsings.g.cs,NonWorkingDays.GlobalUsings.g.cs,cs,295,2025-05-08 19:01:00.237838,2025-05-08 19:01:00.237838,2025-05-08 20:19:17.755666
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\NonWorkingDays.pdb,NonWorkingDays.pdb,pdb,11312,2025-05-08 19:36:12.459572,2025-05-08 20:19:17.886200,2025-05-08 20:19:17.886200
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\ref\NonWorkingDays.dll,NonWorkingDays.dll,dll,5632,2025-05-08 19:36:12.934217,2025-05-08 19:46:01.300993,2025-05-08 20:19:17.926798
C:\POSAO VEGA\NonWorkingDays\NonWorkingDays\obj\Debug\net8.0\refint\NonWorkingDays.dll,NonWorkingDays.dll,dll,5632,2025-05-08 19:36:12.462572,2025-05-08 20:19:17.886200,2025-05-08 20:19:17.926798
C:\POSAO VEGA\SimpleWebApi\appsettings.Development.json,appsettings.Development.json,json,127,2025-06-12 23:19:27.269481,2025-06-12 23:19:27.272789,2025-06-12 23:34:07.006539
C:\POSAO VEGA\SimpleWebApi\appsettings.json,appsettings.json,json,151,2025-06-12 23:19:27.272789,2025-06-12 23:19:27.293198,2025-06-12 23:34:06.997670
C:\POSAO VEGA\SimpleWebApi\Dockerfile,Dockerfile,no_ext,390,2025-06-12 23:21:43.077860,2025-06-12 23:30:14.031125,2025-06-12 23:34:36.285347
C:\POSAO VEGA\SimpleWebApi\Program.cs,Program.cs,cs,313,2025-06-12 23:19:27.369668,2025-06-12 23:28:45.229548,2025-06-12 23:34:36.287026
C:\POSAO VEGA\SimpleWebApi\SimpleWebApi.csproj,SimpleWebApi.csproj,csproj,439,2025-06-12 23:19:27.294913,2025-06-12 23:26:58.007268,2025-06-12 23:34:36.287026
C:\POSAO VEGA\SimpleWebApi\SimpleWebApi.http,SimpleWebApi.http,http,137,2025-06-12 23:19:27.363908,2025-06-12 23:19:27.367913,2025-06-12 23:22:10.601184
C:\POSAO VEGA\SimpleWebApi\SimpleWebApi.sln,SimpleWebApi.sln,sln,1118,2025-06-12 23:21:46.756120,2025-06-12 23:21:46.817999,2025-06-12 23:50:11.125894
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\appsettings.Development.json,appsettings.Development.json,json,127,2025-06-12 23:27:50.285489,2025-06-12 23:19:27.272789,2025-06-12 23:34:36.343397
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\appsettings.json,appsettings.json,json,151,2025-06-12 23:27:50.285489,2025-06-12 23:19:27.293198,2025-06-12 23:34:36.343397
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\Microsoft.AspNetCore.OpenApi.dll,Microsoft.AspNetCore.OpenApi.dll,dll,65696,2025-06-12 23:27:50.260726,2024-03-21 00:35:58.000000,2025-06-12 23:34:36.321970
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\Microsoft.OpenApi.dll,Microsoft.OpenApi.dll,dll,211344,2025-06-12 23:27:50.260726,2022-09-26 14:32:38.000000,2025-07-10 01:05:53.828490
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\SimpleWebApi.deps.json,SimpleWebApi.deps.json,json,4871,2025-06-12 23:27:50.385723,2025-06-12 23:27:50.390743,2025-06-12 23:34:36.291460
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\SimpleWebApi.dll,SimpleWebApi.dll,dll,6656,2025-06-12 23:27:50.500662,2025-06-12 23:28:50.787795,2025-06-12 23:34:36.290493
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\SimpleWebApi.exe,SimpleWebApi.exe,exe,138752,2025-06-12 23:27:50.285489,2025-06-12 23:28:50.807704,2025-10-21 16:07:46.100312
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\SimpleWebApi.pdb,SimpleWebApi.pdb,pdb,20848,2025-06-12 23:27:50.509867,2025-06-12 23:28:50.787795,2025-06-12 23:34:36.291460
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\SimpleWebApi.runtimeconfig.json,SimpleWebApi.runtimeconfig.json,json,416,2025-06-12 23:27:50.434475,2025-06-12 23:27:50.495647,2025-06-12 23:34:36.314847
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\SimpleWebApi.staticwebassets.endpoints.json,SimpleWebApi.staticwebassets.endpoints.json,json,51,2025-06-12 23:27:50.285489,2025-06-12 23:27:50.235715,2025-06-12 23:34:36.336702
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\Swashbuckle.AspNetCore.Swagger.dll,Swashbuckle.AspNetCore.Swagger.dll,dll,15360,2025-06-12 23:27:50.260726,2023-01-11 07:48:22.000000,2025-06-12 23:34:36.334563
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\Swashbuckle.AspNetCore.SwaggerGen.dll,Swashbuckle.AspNetCore.SwaggerGen.dll,dll,97280,2025-06-12 23:27:50.260726,2023-01-11 07:48:26.000000,2025-06-12 23:34:36.348031
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net8.0\Swashbuckle.AspNetCore.SwaggerUI.dll,Swashbuckle.AspNetCore.SwaggerUI.dll,dll,3253760,2025-06-12 23:27:50.260726,2023-01-11 07:49:02.000000,2025-06-12 23:34:36.629606
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net9.0\appsettings.Development.json,appsettings.Development.json,json,127,2025-06-12 23:19:55.618406,2025-06-12 23:19:27.272789,2025-06-12 23:22:10.690769
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net9.0\appsettings.json,appsettings.json,json,151,2025-06-12 23:19:55.618406,2025-06-12 23:19:27.293198,2025-06-12 23:22:10.714454
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net9.0\Microsoft.AspNetCore.OpenApi.dll,Microsoft.AspNetCore.OpenApi.dll,dll,195352,2025-06-12 23:19:55.583465,2025-03-14 18:09:28.000000,2025-12-21 12:39:57.790953
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net9.0\Microsoft.OpenApi.dll,Microsoft.OpenApi.dll,dll,239024,2025-06-12 23:19:55.583465,2024-08-06 11:15:10.000000,2025-06-12 23:22:10.673514
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net9.0\SimpleWebApi.deps.json,SimpleWebApi.deps.json,json,1741,2025-06-12 23:19:55.663450,2025-06-12 23:19:55.686733,2025-06-12 23:22:10.618163
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net9.0\SimpleWebApi.dll,SimpleWebApi.dll,dll,10240,2025-06-12 23:19:55.723405,2025-06-12 23:19:55.298244,2025-06-12 23:22:10.620024
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net9.0\SimpleWebApi.exe,SimpleWebApi.exe,exe,146944,2025-06-12 23:19:55.618406,2025-06-12 23:19:55.323514,2025-10-21 16:07:46.097314
C:\POSAO VEGA\SimpleWebApi\bin\Debug\net9.0\SimpleWebApi.pdb,SimpleWebApi.pdb,pdb,21148,2025-06-12 23:19:55.733589,2025-06-12 23:19:55.263749,2025-06-12 23:22:10.667051
